1 topics:	0.6187807092906541
2 topics:	0.782143085561207
3 topics:	0.3888662990269148
4 topics:	0.6210294809908136
5 topics:	0.6639229961100559
6 topics:	0.664760863143596
7 topics:	0.350138356199808
8 topics:	0.567383112256826
9 topics:	0.2998440179248145
10 topics: 	0.5261814765989713
11 topics:	0.5417914139476421
12 topics:	0.5626585487285715
13 topics:	0.5482149550755683
14 topics:	0.28978588475294326
15 topics:	0.47369848174937307
16 topics:	0.5108085785015701
17 topics:	0.5776468187866509
18 topics:	0.5650706933182121
19 topics:	0.30703945270141375
20 topics: 	0.3234904684077909
40 topics: 	0.2867952779930744
60 topics: 	0.30823506467589057
80 topics: 	0.3008762322325874
100 topics: 	0.30065356339561494
